VariableName,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_ma,talkContent_en,talkContent_th,talkContent_ph,talkContent_in,talkContent_vn,topTalk,topTalk_ma,topTalk_en,topTalk_th,topTalk_ph,topTalk_in,topTalk_vn,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
1023,,,,,,,,,,1,,,,,,,,Oh no! Let me talk a bit more! Let me show you these brand-new combat skills.  ,"Selepas memilih kemahiran, sila klik pada sasaran kemahiran tersebut.  ",Oh no! Let me talk a bit more! Let me show you these brand-new combat skills.  ,หลังจากเลือกทักษะแล้ว ให้คลิกเลือกเป้าหมายที่ทักษะจะส่งผล,"Kapag nakapili ka na ng kasanayan, i-click upang piliin ang target ng epekto nito.  ","Setelah memilih skill, silakan klik target tempat skill akan digunakan.  ","Sau khi chọn kỹ năng, hãy nhấp để chọn mục tiêu tác dụng của kỹ năng đó.",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<UILayer;hitPanel8>,effect/shouyindao.skel,,,,
1031,,,2000,,,TRUE,,,,,,,2,<888>,,{y=100;x=0},,"After selecting a skill, tap the target you want it to affect.  ","Selepas memilih kemahiran, klik untuk memilih sasaran yang akan dikenakan.  ","After selecting a skill, tap the target you want it to affect.  ",ลองใช้ทักษะแรงกว่านี้ดูสิ ใช้เสร็จจะต้องรอคูลดาวน์ในบางรอบ,"Subukan mong gamitin ang mas malakas na kasanayan, pero may cooldown ito ng ilang turn pagkatapos gamitin.  ","Coba gunakan skill yang lebih kuat, setelah digunakan akan perlu waktu cooldown beberapa giliran.  ","Thử sử dụng kỹ năng mạnh hơn xem sao, sau khi dùng sẽ phải hồi chiêu trong một số lượt.",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,,,,,,
1032,,,,,,,,,,1,,,,,,,,"After selecting a skill, tap the target the skill will affect.  ","Cuba guna kemahiran yang lebih kuat, selepas digunakan akan ada masa menunggu untuk boleh digunakan semula.  ","After selecting a skill, tap the target the skill will affect.  ",กดตรงนี้เพื่อเลือกทักษะที่คุณต้องการใช้,I-click ito upang pumili ng kasanayan na gusto mong gamitin.  ,Klik di sini untuk memilih skill yang ingin Anda gunakan.  ,Nhấn vào đây để chọn kỹ năng bạn muốn sử dụng.,,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<bottomRightPanel;skill2>,effect/shouyindao.skel,,,,
1033,,,,,,,,,,1,,,,,,,,"Try using a stronger skill—after using it, there will be a cooldown for a few turns.  ",Klik di sini untuk memilih kemahiran yang anda mahu gunakan.  ,"Try using a stronger skill—after using it, there will be a cooldown for a few turns.  ",หลังจากเลือกทักษะแล้ว ให้คลิกที่เป้าหมายที่ทักษะจะส่งผล,"Kapag nakapili ka na ng kasanayan, i-click ang target ng epekto nito.  ","Setelah memilih skill, silakan klik pada target penggunaannya.  ","Sau khi chọn kỹ năng, hãy nhấp vào mục tiêu tác dụng của kỹ năng đó.",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<UILayer;hitPanel7>,effect/shouyindao.skel,,,,
1041,,,,,,TRUE,,,,,,,2,<888>,,{y=100;x=0},,Tap here to select the skill you want to use.  ,"Selepas memilih kemahiran, klik pada sasaran yang ingin disasarkan.  ",Tap here to select the skill you want to use.  ,รอบใหม่เริ่มแล้ว ทักษะที่คูลดาวน์อยู่จะถูกรีเฟรชทันที!,"Sa bagong round, ang mga kasanayang naka-cooldown ay agad na mare-reset!  ","Di ronde baru, skill yang sedang cooldown akan langsung di-refresh!  ","Vòng chơi mới, kỹ năng đang hồi chiêu sẽ được làm mới ngay lập tức!",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,,effect/shouyindao.skel,,,,
1042,,,,,,,,,,1,,,,,,,,"After selecting a skill, tap the target the skill will affect.  ","Pusingan baru bermula, semua kemahiran yang sedang menunggu akan dimuat semula serta-merta!  ","After selecting a skill, tap the target the skill will affect.  ",หลังจากเลือกทักษะแล้ว ให้คลิกเลือกเป้าหมายที่ทักษะจะส่งผล,"Pagkatapos pumili ng kasanayan, i-click upang piliin ang target ng epekto nito.","Setelah memilih skill, klik untuk memilih target penggunaannya.  ","Sau khi chọn kỹ năng, hãy nhấp để chọn mục tiêu tác dụng của kỹ năng đó.",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<bottomRightPanel;skill2>,effect/shouyindao.skel,,,,
1043,,,,,,,,,,1,,,,,,,,New round—cooldowns on skills will be instantly refreshed!  ,"Selepas memilih kemahiran, klik untuk memilih sasaran kemahiran tersebut.  ",New round—cooldowns on skills will be instantly refreshed!  ,หลังจากเลือกทักษะแล้ว ให้คลิกที่เป้าหมายที่ทักษะจะส่งผล,"Pagkatapos pumili ng kasanayan, i-click ang target ng epekto nito.  ","Setelah memilih skill, silakan klik target tempat skill akan digunakan.  ","Sau khi chọn kỹ năng, hãy nhấp vào mục tiêu tác dụng của kỹ năng đó.",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<UILayer;hitPanel7>,effect/shouyindao.skel,,,,
1051,,,2000,,,,,,,,,,2,<888>,,{y=100;x=0},,"After selecting a skill, tap the target the skill will affect.  ","Selepas memilih kemahiran, klik pada sasaran kemahiran itu.  ","After selecting a skill, tap the target the skill will affect.  ",เกจโกรธเต็มแล้ว ใช้ท่าไม้ตายสุดแกร่งได้แล้ว ลองเลย!,"Puno na ang rage gauge, maaari ka nang gumamit ng ultimate skill na napakalakas – subukan mo na agad!  ","Energi penuh, kini bisa gunakan skill pamungkas super kuat, coba segera!  ","Nộ khí đầy rồi, có thể sử dụng tuyệt chiêu uy lực mạnh mẽ rồi, nhanh thử ngay đi!",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,,,,,,
1052,,,,,,,,,,1,,,,,,,,"After selecting a skill, tap the target the skill will affect.  ","Tenaga penuh! Anda kini boleh menggunakan jurus hebat yang sangat kuat, cepatlah cuba!  ","After selecting a skill, tap the target the skill will affect.  ",กดตรงนี้เพื่อเลือกทักษะที่คุณต้องการใช้,I-click ito upang piliin ang kasanayang gusto mong gamitin.  ,Klik di sini untuk memilih skill yang ingin Anda gunakan.  ,Nhấn vào đây để chọn kỹ năng bạn muốn sử dụng.,,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<bottomRightPanel;skill1>,effect/shouyindao.skel,,,,
1053,,,,,,,,,,1,,,,,,,,Your rage bar is full! You can now unleash a powerful ultimate move—try it now!  ,Klik di sini untuk memilih kemahiran yang ingin digunakan.  ,Your rage bar is full! You can now unleash a powerful ultimate move—try it now!  ,หลังจากเลือกทักษะแล้ว ให้คลิกเลือกเป้าหมายที่ทักษะจะส่งผล,"Pagkatapos pumili ng kasanayan, i-click upang piliin ang target ng epekto nito.  ","Setelah memilih skill, klik untuk memilih target penggunaannya.  ","Sau khi chọn kỹ năng, hãy nhấp để chọn mục tiêu tác dụng của kỹ năng đó.",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<UILayer;hitPanel11>,effect/shouyindao.skel,,,,{width=6240;dx=0;height=2880;dy=100}
1101,,,2000,,,TRUE,,,,,,,2,<888>,,{y=100;x=0},,Tap here to select the skill you want to use.  ,"Selepas memilih kemahiran, klik untuk memilih sasaran kemahiran itu.  ",Tap here to select the skill you want to use.  ,คราวนี้ ให้ฉันสอนทักษะการต่อสู้ขั้นสูงให้คุณบ้าง,"Sa pagkakataong ito, tuturuan kita ng ilang advanced na kasanayan sa pakikipaglaban.  ","Kali ini, biarkan saya ajarkan Anda beberapa skill bertarung tingkat lanjut.  ","Lần này, để tôi dạy cho bạn một vài kỹ năng chiến đấu nâng cao.",,,,,,,,,,,,login/new_character/xiaozhushou.png,{y=600;x=-30},,,,,,,,,,,,
1102,,,,,,,,,,1,,,,,,,,"After selecting a skill, tap the target the skill will affect.  ","Kali ini, biar saya ajarkan anda beberapa teknik bertarung lanjutan.  ","After selecting a skill, tap the target the skill will affect.  ",แถบความเร็วด้านขวาจะกำหนดลำดับการโจมตีของตัวละคร,Ang speed bar sa kanan ang nagtatakda ng turn order ng bawat bayani.  ,Bar kecepatan di sebelah kanan menentukan urutan giliran para karakter.,Thanh tốc độ bên phải quyết định thứ tự ra chiêu của các tướng.,,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<midPanel;widgetPanel;speedRank>,,,,TRUE,
1103,,,,,,,,,,1,,,,,,,,"This time, let me teach you a few advanced battle skills.  ",Bar kelajuan di sebelah kanan menentukan giliran serangan setiap wira.  ,"This time, let me teach you a few advanced battle skills.  ",เลือกทักษะเพื่อปล่อยใช้,Pumili ng kasanayan upang gamitin.  ,Pilih skill untuk dilepaskan  ,Chọn kỹ năng để giải phóng,,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,<bottomRightPanel;skill3>,,,,,
1104,,,,,,,,,,1,,,,,,{y=0;x=-500},,The speed bar on the right determines the attack order of the heroes.  ,Pilih kemahiran untuk dilepaskan  ,The speed bar on the right determines the attack order of the heroes.  ,หลังจากเลือกทักษะแล้ว คุณจะเห็นคำแนะนำความสัมพันธ์แพ้ทางในสเตตัสของตัวละคร,"Pagkatapos pumili ng kasanayan, makikita mo ang mga clue tungkol sa elemental na kahinaan ng kalaban sa mga icon ng karakter.  ","Setelah memilih skill, atribut pada karakter akan memberikan petunjuk tentang hubungan counter yang sesuai.  ","Sau khi chọn kỹ năng, các thuộc tính trên nhân vật sẽ có gợi ý về mối quan hệ khắc chế tương ứng.",,,,,,,,,,,,login/new_character/xiaozhushou.png,{y=0;x=-500},,,,,,,<UILayer;hitPanel7>,,,,TRUE,{width=750;dx=150;height=950;dy=-200}
1201,,,2000,,,TRUE,,,,,,,,<401>,,,,Select a skill to unleash.  ,"Selepas memilih kemahiran, ciri-ciri pada watak akan memberikan petunjuk tentang hubungan kontra antara elemen.  ",Select a skill to unleash.  ,อันตราย! เกิดอะไรขึ้น ทำไมเด็กผู้หญิงคนนั้นถึงอยู่กับซอมบี้ล่ะ...,"Delikado! Ano'ng nangyayari, bakit may batang babae kasama ng zombie...  ","Berbahaya! Ada apa ini, kenapa gadis kecil itu bersama zombie...  ","Nguy hiểm! Chuyện gì vậy, tại sao cô bé kia lại ở cùng với zombie...",,,,,,,,,,,,login/new_character/xiaozhushou.png,{y=600;x=-30},,,,,,,,,,,,
1202,,,,,,,,,,,,,2,<888>,,{y=100;x=0},,"After selecting a skill, the character's attributes will show hints about counter relationships.  ","Bahaya! Apa yang berlaku, kenapa gadis kecil itu bersama zombie...  ","After selecting a skill, the character's attributes will show hints about counter relationships.  ",เด็กผู้หญิง? เธอคือสาวคลั่งการต่อสู้แห่งโลกวิญญาณ!,Batang babae? Siya ang battle maniac ng Mundo ng Kaluluwa!  ,Gadis kecil? Itu adalah petarung gila dari Dunia Jiwa Mayat!  ,Cô bé? Đó chính là cuồng chiến đấu của Thi Hồn Giới!,,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,,,,,,
1203,,,,,,,,,,,,,2,<888>,,{y=100;x=0},,Danger! What’s going on? Why is that girl with the zombies...?  ,Gadis kecil? Itulah si gila bertarung dari Dunia Jiwa Mayat!  ,Danger! What’s going on? Why is that girl with the zombies...?  ,สำหรับเหล่าฮีโร่จากต่างโลกที่ข้ามมิติมาได้สำเร็จ การยึดพื้นที่ไว้พักฟื้นถือว่าเหมาะสมสุด ๆ แล้ว!,"Para sa mga bayani mula sa ibang mundo, hindi ba’t makatuwiran lang na sakupin ang isang lugar para makapagpahinga?  ","Bagi para pahlawan dari dunia lain yang berhasil melintasi dimensi, menaklukkan sebuah wilayah untuk beristirahat bukankah sangat masuk akal?  ","Đối với những anh hùng dị giới xuyên không thành công, việc đánh chiếm một vùng đất để nghỉ ngơi dưỡng sức chẳng phải rất hợp lý sao?",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,<401>,,,,That girl? She's the battle maniac from the Soul Corpse Realm!  ,"Bagi para wira dari dunia asing yang berjaya menyeberang, menawan satu kawasan untuk berehat adalah satu tindakan yang wajar, bukan?  ",That girl? She's the battle maniac from the Soul Corpse Realm!  ,ทำไมถึงเป็นแบบนี้... หมายความว่า ไม่ว่าจะเป็นซอมบี้หรือไม่ ทุกคนที่มาจากโลกอื่นคือตัวศัตรูหมดเลยเหรอ?!,"Paanong nauwi sa ganito... Ibig sabihin ba nito, zombie man o hindi, lahat ng galing sa ibang mundo ay kaaway?!  ","Kenapa bisa jadi begini... Jadi artinya, tak peduli zombie atau bukan, semua orang dari dunia lain adalah musuh?!  ","Sao lại thành ra thế này... Vậy có nghĩa là, bất kể là zombie hay không, tất cả những người đến từ thế giới khác đều là kẻ thù?!",,,,,,,,,,,,login/new_character/xiaozhushou.png,,,,,,,,,,,,,
1205,,,,,,,,,,,,,2,<888>,,{y=100;x=0},,"For those otherworldly heroes who successfully crossed over, conquering a land to rest and recover sounds perfectly reasonable, doesn’t it?  ","Hmm, perkara itu belum tentu lagi, mana tahu kamu kalahkan dia, kemudian dia suka kamu dan mahu kamu sertai pasukannya!  ","For those otherworldly heroes who successfully crossed over, conquering a land to rest and recover sounds perfectly reasonable, doesn’t it?  ",อืม... ยังไม่แน่นะ ใครจะรู้ ถ้านายชนะเธอได้ บางทีเธออาจจะชอบนายแล้วอยากชวนให้นายเข้าร่วมทีมก็ได้!,"Hmm, hindi pa tiyak 'yan. Baka kapag natalo mo siya, magustuhan ka pa niya at imbitahan kang sumali sa kanyang grupo!  ","Hmm, belum tentu, siapa tahu kamu kalahkan dia, lalu dia suka kamu dan ingin kamu masuk timnya!  ","Ừm, chuyện đó chưa chắc đâu, biết đâu cậu đánh bại được cô ấy, rồi người ta lại thích cậu và muốn cậu gia nhập đội thì sao!",,,,,,,,,,,,login/new_character/xiaozhushou.png,{y=0;x=-500},,,,,,,,,,,,
