76,giftSameMax,Same gift pack claim limit reached!  ,Cùng một gói quà đã đạt giới hạn nhận!,Pakej yang sama telah mencapai had tuntutan!  ,Same gift pack claim limit reached!  ,Paket yang sama telah mencapai batas klaim!  ,แพ็คเดียวกันถึงขีดจำกัดการรับแล้ว!  ,Naabot na ang limit para sa parehong gift pack!  
77,giftSameTypeMax,Similar gift packs claim limit reached!  ,Các gói quà tương tự đã đạt giới hạn nhận!,Pakej serupa telah mencapai had tuntutan!  ,Similar gift packs claim limit reached!  ,Paket serupa telah mencapai batas klaim!  ,แพ็คเกจที่คล้ายกันถึงขีดจำกัดการรับแล้ว!  ,Naabot na ang limit para sa magkatulad na gift packs!  
78,shopItemBuyYet,This item is no longer available in the shop!  ,Vật phẩm trong cửa hàng không thể mua thêm!,Item dalam kedai tidak boleh dibeli lagi!,This item is no longer available in the shop!  ,Barang di toko tidak dapat dibeli lagi!,ไม่สามารถซื้อไอเทมในร้านค้าเพิ่มเติมได้!  ,Hindi na maaaring bilhin ang item sa tindahan!  
79,unionCreateRMBNotEnough,Not enough diamonds to create a guild!  ,Không đủ kim cương để tạo bang hội!,Tidak cukup berlian untuk mencipta guild!,Not enough diamonds to create a guild!  ,Tidak cukup berlian untuk membuat guild!,เพชรไม่เพียงพอในการสร้างกิลด์!  ,Hindi sapat ang mga diyamante upang lumikha ng guild!  
80,unionAlreadyIn,You are already in a guild!  ,Bạn đã ở trong bang hội rồi!,Anda sudah berada dalam guild!,You are already in a guild!  ,Anda sudah berada di dalam guild!,คุณอยู่ในกิลด์อยู่แล้ว!  ,Kasali ka na sa isang guild!  
81,unionQuitCDTime,"After leaving the guild, there will be a 12-hour cooldown before joining another.  ","Sau khi rời khỏi bang hội, sẽ có thời gian chờ 12 giờ trước khi gia nhập bang hội khác.","Selepas keluar dari guild, anda perlu menunggu 12 jam sebelum menyertai guild lain.","After leaving the guild, there will be a 12-hour cooldown before joining another.  ","Setelah meninggalkan guild, Anda harus menunggu 12 jam sebelum bergabung dengan guild lain.",หลังจากออกจากกิลด์ จะต้องรอ 12 ชั่วโมงก่อนเข้าร่วมกิลด์อื่น  ,"Pagkatapos umalis sa guild, may 12 oras na paghihintay bago sumali sa ibang guild.  "
82,unionNameTooLong,"Guild name is too long, please change it!  ","Tên hội quá dài, vui lòng sửa lại!","Nama guild terlalu panjang, sila ubah!","Guild name is too long, please change it!  ","Nama guild terlalu panjang, harap perbaiki!",ชื่อกิลด์ยาวเกินไป กรุณาแก้ไข!  ,"Masyadong mahaba ang pangalan ng guild, pakisklian!  "
83,unionNameInvalid,"Guild name is invalid, please change it!  ","Tên hội không phù hợp, vui lòng sửa lại!","Nama guild tidak sesuai, sila ubah!","Guild name is invalid, please change it!  ","Nama guild tidak sesuai, harap perbaiki!",ชื่อกิลด์ไม่เหมาะสม กรุณาแก้ไข!  ,"Hindi angkop ang pangalan ng guild, pakibago!  "
84,unionNameDuplicated,"Guild name already taken, please choose another!  ","Tên hội đã được sử dụng, vui lòng đổi tên!","Nama guild telah digunakan, sila tukar nama!","Guild name already taken, please choose another!  ","Nama guild sudah digunakan, harap ganti nama!",มีการใช้ชื่อกิลด์นี้แล้ว กรุณาเปลี่ยนชื่อ!  ,"Nagamit na ang pangalan ng guild, pakipalitan!  "
85,unionJoinPendingMax,Too many guild join requests have been sent!  ,Đã gửi quá nhiều yêu cầu gia nhập bang hội!,Terlalu banyak permintaan untuk menyertai guild telah dihantar!,Too many guild join requests have been sent!  ,Terlalu banyak permintaan untuk bergabung dengan guild!,คุณได้ส่งคำขอเข้าร่วมกิลด์มากเกินไปแล้ว!  ,Masyadong maraming kahilingan sa pagsali sa guild ang ipinadala!  
86,unionJoinPending,You have already applied to this guild!  ,Bạn đã đăng ký tham gia bang hội này rồi!,Anda telah memohon untuk menyertai guild ini!,You have already applied to this guild!  ,Anda sudah mendaftar untuk bergabung dengan guild ini!,คุณได้สมัครเข้าร่วมกิลด์นี้แล้ว!  ,Nakarehistro ka na para sumali sa guild na ito!  
87,unionNotExisted,You have been kicked out of the guild by the admin!  ,Bạn đã bị quản lý bang phái đuổi khỏi bang phái!,Anda telah diusir keluar oleh pengurus guild!,You have been kicked out of the guild by the admin!  ,Anda telah dikeluarkan dari guild oleh manajer guild!,คุณถูกไล่ออกจากกิลด์โดยผู้ดูแล!  ,Itinaboy ka na ng pamunuan ng guild!  
88,unionLevelNotEnough,Insufficient level to join the guild!  ,"Cấp độ không đủ, không thể gia nhập bang hội!",Tahap tidak mencukupi untuk menyertai guild!,Insufficient level to join the guild!  ,Level Anda tidak cukup untuk bergabung dengan guild!,เลเวลไม่เพียงพอ ไม่สามารถเข้าร่วมกิลด์ได้!  ,"Hindi sapat ang antas, hindi makasali sa guild!  "
89,unionMemberMax,Guild member limit reached!  ,Số lượng thành viên bang hội đã đạt giới hạn!,Jumlah ahli guild telah mencapai had!,Guild member limit reached!  ,Jumlah anggota guild sudah mencapai batas!,จำนวนสมาชิกของกิลด์ถึงขีดจำกัดแล้ว!  ,Naabot na ang limit ng miyembro ng guild!  
90,unionRefuseJoin,Guild has not enabled member join feature!  ,Bang hội chưa mở chức năng cho phép thành viên tham gia!,Guild belum membuka fungsi untuk membenarkan ahli menyertai!,Guild has not enabled member join feature!  ,Guild belum membuka fungsi untuk memungkinkan anggota bergabung!,กิลด์ยังไม่เปิดใช้งานฟังก์ชันการรับสมาชิก!  ,Hindi pa pinapagana ng guild ang pagsali ng mga miyembro!  
91,unionNoPrivilege,You do not have permission to manage this guild!  ,Bạn không có quyền quản lý bang hội này!,Anda tidak mempunyai hak untuk menguruskan guild ini!,You do not have permission to manage this guild!  ,Anda tidak memiliki hak untuk mengelola guild ini!,คุณไม่มีสิทธิ์ในการจัดการกิลด์นี้!  ,Wala kang karapatang pamahalaan ang guild na ito!  
92,unionRoleAlreadyIn,This player is already a member of the guild!  ,Người chơi này đã là thành viên của bang hội này rồi!,Pemain ini sudah menjadi ahli dalam guild ini!,This player is already a member of the guild!  ,Pemain ini sudah menjadi anggota guild ini!,ผู้เล่นนี้เป็นสมาชิกของกิลด์นี้อยู่แล้ว!  ,Miyembro na ng guild ang manlalarong ito!  
93,unionRoleJoinCancel,This player has rejected the join request!  ,Người chơi này đã từ chối đơn xin gia nhập!,Pemain ini telah menolak permintaan penyertaan!,This player has rejected the join request!  ,Pemain ini telah menolak permohonan untuk bergabung!,ผู้เล่นนี้ได้ปฏิเสธคำขอเข้าร่วม!  ,Tinanggihan ng manlalarong ito ang kahilingan sa pagsali!  
94,unionRoleNoJoin,You have not applied to this guild!  ,Bạn chưa đăng ký tham gia bang hội này!,Anda belum memohon untuk menyertai guild ini!,You have not applied to this guild!  ,Anda belum mendaftar untuk bergabung dengan guild ini!,คุณยังไม่ได้สมัครเข้าร่วมกิลด์นี้!  ,Hindi ka pa nakarehistro sa guild na ito!  
95,unionAlreadyIn(exist),You are already a member of the guild.  ,Bạn đã là thành viên của bang hội.,Anda sudah menjadi ahli guild.,You are already a member of the guild.  ,Anda sudah menjadi anggota guild.,คุณเป็นสมาชิกของกิลด์อยู่แล้ว  ,Miyembro ka na ng isang guild.  
96,unionRoleAlreadyInOther,This player is already a member of another guild!  ,Người chơi này đã là thành viên của bang hội khác!,Pemain ini sudah menjadi ahli guild lain!,This player is already a member of another guild!  ,Pemain ini sudah menjadi anggota guild lain!,ผู้เล่นนี้เป็นสมาชิกของกิลด์อื่นแล้ว!  ,Kasapi na ng ibang guild ang manlalarong ito!  
97,unionChairmanCanNotQuit,The president cannot leave the guild!  ,Chủ tịch không thể rời khỏi bang hội!,Ketua tidak boleh keluar dari guild!,The president cannot leave the guild!  ,Ketua tidak bisa meninggalkan guild!,ประธานไม่สามารถออกจากกิลด์ได้!  ,Hindi maaaring umalis ang presidente ng guild!  
98,unionCanNotHandleNonMember,Cannot perform this action on a non-member!  ,Không thể thực hiện thao tác đối với thành viên không thuộc hội này!,Tidak boleh melakukan tindakan ke atas ahli yang bukan dari guild ini!,Cannot perform this action on a non-member!  ,Tidak bisa melakukan tindakan terhadap anggota yang bukan bagian dari guild ini!,ไม่สามารถดำเนินการกับสมาชิกที่ไม่อยู่ในกิลด์นี้ได้!  ,Hindi maaaring magsagawa ng aksyon sa miyembrong hindi kabilang sa guild na ito!  
99,unionOnlyChairman,Only the president and vice president can perform this action!  ,Chỉ có chủ tịch và phó chủ tịch mới được phép thao tác!,Hanya ketua dan naib ketua yang boleh melakukan tindakan ini!,Only the president and vice president can perform this action!  ,Hanya ketua dan wakil ketua yang diperbolehkan melakukan tindakan!,มีเพียงประธานและรองประธานเท่านั้นที่สามารถดำเนินการได้!  ,Tanging presidente at bise-presidente lamang ang maaaring magsagawa ng aksyon!  
100,unionViceChairmanAlready,"Already a Vice President, cannot promote further!  ","Đã là Phó Chủ tịch, không thể thăng chức nữa!","Sudah menjadi Naib Ketua, tidak boleh dinaikkan lagi!","Already a Vice President, cannot promote further!  ","Sudah menjadi Wakil Ketua, tidak bisa dipromosikan lagi!",เป็นรองประธานอยู่แล้ว ไม่สามารถเลื่อนขั้นได้อีก!  ,"Bise-presidente na, hindi maaaring i-promote pa!  "
101,unionViceChairmanMax,Vice President limit reached!  ,Số phó chủ tịch đã đạt mức tối đa!,Jumlah Naib Ketua telah mencapai had maksimum!,Vice President limit reached!  ,Jumlah Wakil Ketua sudah mencapai batas maksimal!,จำนวนรองประธานถึงขีดจำกัดแล้ว!  ,Naabot na ang maximum na bilang ng mga bise-presidente!  
102,unionMemberAlready,"Already a member, cannot demote!  ","Đã là thành viên, không thể hạ cấp!","Sudah menjadi ahli, tidak boleh diturunkan pangkat!","Already a member, cannot demote!  ","Sudah menjadi anggota, tidak bisa diturunkan pangkat!",เป็นสมาชิกอยู่แล้ว ไม่สามารถลดขั้นได้!  ,"Miyembro na, hindi maaaring i-demote!  "
103,unionIsMyself,Cannot perform this action on yourself!  ,Không thể thực hiện thao tác này với chính mình!,Tidak boleh melakukan tindakan ini terhadap diri sendiri!,Cannot perform this action on yourself!  ,Tidak bisa melakukan tindakan ini terhadap diri sendiri!,ไม่สามารถดำเนินการนี้กับตัวเองได้!  ,Hindi maaaring isagawa ang aksyon sa sarili!  
104,unionNotAloneCanNotDestroy,"Guild still has members, cannot disband!  ","Hội vẫn còn thành viên, không thể giải tán!","Masih ada ahli dalam guild, tidak boleh bubarkan!","Guild still has members, cannot disband!  ","Guild masih memiliki anggota, tidak bisa dibubarkan!",กิลด์ยังมีสมาชิกอยู่ ไม่สามารถยุบได้!  ,"May natitirang miyembro pa sa guild, hindi maaaring i-dissolve!  "
105,unionIntroTooLong,"Guild announcement is too long, please edit!  ","Thông báo hội quá dài, vui lòng sửa lại!","Pengumuman guild terlalu panjang, sila ubah!","Guild announcement is too long, please edit!  ","Pemberitahuan guild terlalu panjang, harap perbaiki!",ประกาศของกิลด์ยาวเกินไป กรุณาแก้ไข!  ,"Masyadong mahaba ang anunsyo ng guild, pakisklian!  "
