VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_beizhu,isShow,icon,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc1_cn,desc1_in,desc1,desc1_vn,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_vn,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc_cn,produceDesc_tw,produceDesc,produceDesc_vn,produceDesc_en,produceDesc_th,produceDesc_in,produceDesc_ph,produceDesc_ma,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,languages
65,,,Cool Mint,Bạc hà thanh mát,Cool Mint,มิ้นต์เย็นสดชื่น,Mint Segar,Malasakit na Mint,Mint Sejuk,,,config/item/character_item/icon_bh_mtt.png,,,"After smelling this mint, the hero becomes calm  ","Sau khi ngửi loại bạc hà này, tính cách của anh hùng sẽ trở nên điềm tĩnh.","After smelling this mint, the hero becomes calm  ",เมื่อได้กลิ่นมิ้นต์นี้ ฮีโร่จะสุขุม  ,"Setelah mencium mint ini, hero menjadi tenang  ","Pagkatapos maamoy ang mint na ito, ang bayani ay magiging mahinahon  ","Selepas menghidu pudina ini, hero akan menjadi sabar  ",,,,,,4,strengthen-attribute,18,,{character=20},{character=20},,{character=20},,<2>,<2>,,,16,25,,,,,,,,,,,Obtained through special event activities,Nhận thông qua các hoạt động hoạt động đặc biệt,Obtained through special event activities,รับผ่านกิจกรรมพิเศษ,Diperoleh melalui aktivitas acara khusus,Nakukuha sa pamamagitan ng mga espesyal na aktibidad na pangyayari,Diperoleh melalui aktiviti acara khas,,,,,,,,,,,
66,,,Careless Mint,Bạc hà cẩu thả,Careless Mint,มิ้นต์ขี้เกียจ,Mint Ceroboh,Hindi maingat na Mint,Mint Cuai,,,config/item/character_item/icon_bh_mh.png,,,"After smelling this mint, the hero becomes careless  ","Sau khi ngửi loại bạc hà này, tính cách của anh hùng sẽ trở nên cẩu thả.","After smelling this mint, the hero becomes careless  ",เมื่อได้กลิ่นมิ้นต์นี้ ฮีโร่จะสะเพร่า  ,"Setelah mencium mint ini, hero menjadi ceroboh  ","Pagkatapos maamoy ang mint na ito, ang bayani ay magiging pabaya  ","Selepas menghidu pudina ini, hero akan menjadi cuai  ",,,,,,4,strengthen-attribute,18,,{character=21},{character=21},,{character=21},,<2>,<2>,,,16,24,,,,,,,,,,,Obtained through special event activities,Nhận thông qua các hoạt động hoạt động đặc biệt,Obtained through special event activities,รับผ่านกิจกรรมพิเศษ,Diperoleh melalui aktivitas acara khusus,Nakukuha sa pamamagitan ng mga espesyal na aktibidad na pangyayari,Diperoleh melalui aktiviti acara khas,,,,,,,,,,,
67,,,Gentle Mint,Bạc hà ôn hòa,Gentle Mint,มิ้นต์อ่อนโยน,Mint Lembut,Banayad na Mint,Mint Lembut,,,config/item/character_item/icon_bh_wh.png,,,"After smelling this mint, the hero becomes gentle  ","Sau khi ngửi loại bạc hà này, tính cách của anh hùng sẽ trở nên ôn hòa hơn.","After smelling this mint, the hero becomes gentle  ",เมื่อได้กลิ่นมิ้นต์นี้ ฮีโร่จะอ่อนโยน  ,"Setelah mencium mint ini, hero menjadi lembut  ","Pagkatapos maamoy ang mint na ito, ang bayani ay magiging maamo  ","Selepas menghidu pudina ini, hero akan menjadi lemah lembut  ",,,,,,4,strengthen-attribute,18,,{character=22},{character=22},,{character=22},,<2>,<2>,,,16,23,,,,,,,,,,,Obtained through special event activities,Nhận thông qua các hoạt động hoạt động đặc biệt,Obtained through special event activities,รับผ่านกิจกรรมพิเศษ,Diperoleh melalui aktivitas acara khusus,Nakukuha sa pamamagitan ng mga espesyal na aktibidad na pangyayari,Diperoleh melalui aktiviti acara khas,,,,,,,,,,,
68,,,Kind Mint,Bạc hà hiền lành,Kind Mint,มิ้นต์ใจดี,Mint Baik,Mabait na Mint,Mint Baik,,,config/item/character_item/icon_bh_zd.png,,,"After smelling this mint, the hero becomes kind  ","Sau khi ngửi loại bạc hà này, tính cách của anh hùng sẽ trở nên hiền lành.","After smelling this mint, the hero becomes kind  ",เมื่อได้กลิ่นมิ้นต์นี้ ฮีโร่จะใจดี  ,"Setelah mencium mint ini, hero menjadi ramah  ","Pagkatapos maamoy ang mint na ito, ang bayani ay magiging mabait  ","Selepas menghidu pudina ini, hero akan menjadi baik hati  ",,,,,,4,strengthen-attribute,18,,{character=23},{character=23},,{character=23},,<2>,<2>,,,16,22,,,,,,,,,,,Obtained through special event activities,Nhận thông qua các hoạt động hoạt động đặc biệt,Obtained through special event activities,รับผ่านกิจกรรมพิเศษ,Diperoleh melalui aktivitas acara khusus,Nakukuha sa pamamagitan ng mga espesyal na aktibidad na pangyayari,Diperoleh melalui aktiviti acara khas,,,,,,,,,,,
69,,,Arrogant Mint,Bạc hà tự đại,Arrogant Mint,มิ้นต์เย่อหยิ่ง,Mint Sombong,Mayabang na Mint,Mint Sombong,,,config/item/character_item/icon_bh_ws.png,,,"After smelling this mint, the hero becomes arrogant  ","Sau khi ngửi loại bạc hà này, tính cách của anh hùng sẽ trở nên tự cao tự đại.","After smelling this mint, the hero becomes arrogant  ",เมื่อได้กลิ่นมิ้นต์นี้ ฮีโร่จะหยิ่งยโส  ,"Setelah mencium mint ini, hero menjadi sombong  ","Pagkatapos maamoy ang mint na ito, ang bayani ay magiging mayabang  ","Selepas menghidu pudina ini, hero akan menjadi sombong  ",,,,,,4,strengthen-attribute,18,,{character=24},{character=24},,{character=24},,<2>,<2>,,,16,21,,,,,,,,,,,Obtained through special event activities,Nhận thông qua các hoạt động hoạt động đặc biệt,Obtained through special event activities,รับผ่านกิจกรรมพิเศษ,Diperoleh melalui aktivitas acara khusus,Nakukuha sa pamamagitan ng mga espesyal na aktibidad na pangyayari,Diperoleh melalui aktiviti acara khas,,,,,,,,,,,
70,,,Cautious Mint,Bạc hà thận trọng,Cautious Mint,มิ้นต์ระมัดระวัง,Mint Hati-hati,Maingat na Mint,Mint Berhati-hati,,,config/item/character_item/icon_bh_sz.png,,,"After smelling this mint, the hero becomes cautious  ","Sau khi ngửi loại bạc hà này, tính cách của anh hùng sẽ trở nên thận trọng.","After smelling this mint, the hero becomes cautious  ",เมื่อได้กลิ่นมิ้นต์นี้ ฮีโร่จะระมัดระวัง  ,"Setelah mencium mint ini, hero menjadi hati-hati  ","Pagkatapos maamoy ang mint na ito, ang bayani ay magiging maingat  ","Selepas menghidu pudina ini, hero akan menjadi berhati-hati  ",,,,,,4,strengthen-attribute,18,,{character=25},{character=25},,{character=25},,<2>,<2>,,,16,20,,,,,,,,,,,Obtained through special event activities,Nhận thông qua các hoạt động hoạt động đặc biệt,Obtained through special event activities,รับผ่านกิจกรรมพิเศษ,Diperoleh melalui aktivitas acara khusus,Nakukuha sa pamamagitan ng mga espesyal na aktibidad na pangyayari,Diperoleh melalui aktiviti acara khas,,,,,,,,,,,
87,,,Golden Dragon Soul,Hồn Rồng Vàng,Golden Dragon Soul,จิตวิญญาณมังกรทอง,Jiwa Naga Emas,Golden Dragon Soul,Jiwa Naga Emas,,,config/item/icon_hjlh.png,,,"Special materials for theme hero events, used for recruiting during the event and extracting super rare heroes","Vật liệu đặc biệt cho sự kiện anh hùng chủ đề, được sử dụng để tuyển dụng trong sự kiện và trích xuất các anh hùng siêu hiếm","Special materials for theme hero events, used for recruiting during the event and extracting super rare heroes","Special materials for theme hero events, used for recruiting during the event and extracting super rare heroes","Special materials for theme hero events, used for recruiting during the event and extracting super rare heroes","Special materials for theme hero events, used for recruiting during the event and extracting super rare heroes","Special materials for theme hero events, used for recruiting during the event and extracting super rare heroes",,,,,,6,,,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,Essence of Summoning Beast,Tinh túy Triệu hồi thú,Essence of Summoning Beast,แก่นแท้แห่งการเรียกสัตว์,Esensi Panggilan Beast,Essence ng Summoning Beast,Intipati Pemanggilan Beast,,,config/item/icon_sqjc.png,,,"Spirit Beast Essence, used for enchanting Spirit Beasts, can enhance their hidden attributes.  ","Tinh túy Linh Thú, dùng để chú linh cho Linh Thú, có thể cường hóa thuộc tính ẩn của Linh Thú.","Spirit Beast Essence, used for enchanting Spirit Beasts, can enhance their hidden attributes.  ",สารสกัดวิญญาณสัตว์เทพ ใช้ในการปลุกพลังสัตว์เทพ สามารถเพิ่มคุณสมบัติแฝงได้  ,"Esensi Roh Binatang, digunakan untuk mengukir roh pada Spirit Beast, dapat memperkuat atribut tersembunyi.  ","Esensya ng Alagang Espiritu, ginagamit upang i-enchant ang Spirit Beast, maaaring palakasin ang nakatagong katangian nito.  ","Esen Binatang Roh, digunakan untuk memberkati Binatang Roh, boleh menguatkan atribut tersembunyi.  ",,,,,,6,,,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,Essence of Spirit Beast,Tinh phách Linh thú,Essence of Spirit Beast,แก่นแท้แห่งสัตว์วิญญาณ,Esensi Beast Roh,Essence ng Spirit Beast,Intipati Spirit Beast,,,config/item/icon_sqjp.png,,,"Summoning Beast Soul Core, used for enchanting Summoning Beasts, can activate their hidden skills.  ","Tinh phách Thông Linh Thú, dùng để chú linh cho Thông Linh Thú, có thể kích hoạt kỹ năng ẩn của Thông Linh Thú.","Summoning Beast Soul Core, used for enchanting Summoning Beasts, can activate their hidden skills.  ",จิตวิญญาณสัตว์อัญเชิญ ใช้ในการปลุกพลังสัตว์อัญเชิญ สามารถปลดล็อกสกิลแฝงได้  ,"Inti Jiwa Beast Pemanggil, digunakan untuk mengukir roh pada Summoning Beast, dapat mengaktifkan skill tersembunyi.  ","Kaluluwa ng Summoning Beast, ginagamit upang i-enchant ang Summoning Beast, maaaring i-activate ang nakatagong kakayahan.  ","Inti Jiwa Binatang Panggilan, digunakan untuk memberkati Binatang Panggilan, boleh mengaktifkan kemahiran tersembunyi.  ",,,,,,6,,,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,Dragon Soul Crystal,Tinh thể Long Hồn,Dragon Soul Crystal,คริสตัลวิญญาณมังกร,Kristal Jiwa Naga,Dragon Soul Crystal,Kristal Jiwa Naga,,,config/item/icon_lhsj.png,,,"A special material from the Divine Dragon Relic event, used to exchange for treasures during the event period.  ","Nguyên liệu đặc sản từ sự kiện Di Tích Thần Long, dùng để đổi bảo vật trong thời gian diễn ra sự kiện","A special material from the Divine Dragon Relic event, used to exchange for treasures during the event period.  ",วัตถุดิบพิเศษจากกิจกรรมมังกรศักดิ์สิทธิ์ ใช้แลกสมบัติในช่วงเวลากิจกรรม  ,"Bahan spesial dari event Relik Naga Ilahi, digunakan untuk menukar harta selama periode event.  ","Espesyal na materyal mula sa kaganapang Divine Dragon Relic, ginagamit upang makipagpalitan ng kayamanan sa panahon ng event.  ","Bahan khas dari acara Relik Naga Dewa, digunakan untuk menukar harta semasa acara.  ",,,,,,6,,,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,Prayer Crystal,Tinh huy cầu nguyện,Prayer Crystal,คริสตัลการสวดมนต์,Kristal Doa,Prayer Crystal,Kristal Doa,,,config/item/icon_qyxh.png,,,"A special material from the Coiling Dragon Relic event, used for praying during the event, to draw peerless heroes.  ","Nguyên liệu đặc biệt của sự kiện Bàn Long Thần Tích, dùng để cầu nguyện trong thời gian sự kiện, rút thưởng anh hùng vô song.","A special material from the Coiling Dragon Relic event, used for praying during the event, to draw peerless heroes.  ",วัตถุดิบพิเศษจากกิจกรรมมังกรพันเกลียว ใช้ขอพรในช่วงเวลากิจกรรม เพื่อสุ่มรับฮีโร่ไร้เทียมทาน  ,"Bahan spesial dari event Relik Naga Melingkar, digunakan untuk berdoa selama event, untuk menarik hero tak tertandingi.  ","Espesyal na materyal mula sa kaganapang Coiling Dragon Relic, ginagamit upang manalangin at makakuha ng walang kapantay na bayani.  ","Bahan khas dari acara Relik Naga Bergulung, digunakan untuk berdoa dan menarik wira unggul semasa acara.  ",,,,,,6,,,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,Christmas Fortune Bag,Túi phúc lộc Giáng Sinh,Christmas Fortune Bag,กระเป๋าโชคลาภคริสต์มาส,Tas Keberuntungan Natal,Bag ng Suwerte sa Pasko,Beg Keberuntungan Krismas,,,config/item/icon_shengdan.png,,,"A special material from the Christmas event, used for praying during the event, to draw event rewards.  ","Nguyên liệu đặc sản sự kiện Giáng Sinh, dùng để cầu nguyện trong thời gian sự kiện, rút thưởng sự kiện.","A special material from the Christmas event, used for praying during the event, to draw event rewards.  ",วัตถุดิบพิเศษจากกิจกรรมคริสต์มาส ใช้ขอพรในช่วงเวลากิจกรรม เพื่อสุ่มรับของรางวัล  ,"Bahan spesial dari event Natal, digunakan untuk berdoa selama event, untuk menarik hadiah spesial.  ","Espesyal na materyal mula sa kaganapang Pasko, ginagamit upang manalangin at makakuha ng mga gantimpala sa event.  ","Bahan khas dari acara Krismas, digunakan untuk berdoa dan menarik ganjaran istimewa semasa acara.  ",,,,,,6,,,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,Universal token,Mã thông báo phổ quát,Universal token,Universal token,Universal token,Universal token,Universal token,,,config/item/icon_ndb.png,,,"Universal tokens, one is equivalent to one cent, can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Token phổ thông, một token tương đương với một xu, có thể được sử dụng để trực tiếp mua bất kỳ vật phẩm trả phí nào trong trò chơi và nhận được kinh nghiệm VIP tương ứng và phần thưởng tích lũy","Universal tokens, one is equivalent to one cent, can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one cent, can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one cent, can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one cent, can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one cent, can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards",,,This is real money.,Đây là tiền thật.,,6,,99,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,<cn>
99,,,Universal token,Mã thông báo phổ quát,Universal token,Universal token,Universal token,Universal token,Universal token,,,config/item/icon_ndb.png,,,"Universal tokens, one is equivalent to one yuan, which can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Token phổ thông, một token tương đương với một nhân dân tệ, có thể dùng để mua trực tiếp bất kỳ vật phẩm trả phí nào trong trò chơi và nhận được kinh nghiệm VIP tương ứng cùng phần thưởng tích lũy","Universal tokens, one is equivalent to one yuan, which can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one yuan, which can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one yuan, which can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one yuan, which can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards","Universal tokens, one is equivalent to one yuan, which can be used to directly purchase any paid items in the game and obtain corresponding VIP experience and accumulated rewards",,,This is real money. This is real money.,Đây là tiền thật.,,6,,99,999999,,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,<cn>
