VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,desc_cn,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,quality,weight,duration,levelRange,award,extraAward,fightinPoints,cardNums,cardNatures,cardNatureRate,condition1,condition1Arg,rate1
Defaults,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,1,1,<1;100>,{},{},<1.0;1.5>,5,<>,50,0,{1=2},50
序号,任务名字,任務名字,任務名字,name_vn,name_en,name_th,name_in,name_ph,name_ma,任务描述,任务描述,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,品质,权值,时长(分钟),等级范围(左闭右闭),基础奖励,额外奖励,战力范围修正,上阵卡牌数量,卡牌元素类型,卡牌元素类型成功率,额外条件1 (1-星级;2-阶数;3-资质),额外条件1参数 ({星级/阶数/资质=数量}),成功率加成几率1
32,,,Resettle refugees,Tái định cư người tị nạn,Resettle refugees,ตั้งถิ่นฐานใหม่ให้ผู้ลี้ภัย,Menempatkan kembali pengungsi,I-resettle ang mga refugee,Menempatkan semula pelarian,,Help refugees find a place to settle,Giúp người tị nạn tìm nơi tị nạn,Help refugees find a place to settle,ช่วยเหลือผู้ลี้ภัยหาที่อยู่อาศัย,Bantu para pengungsi menemukan tempat tinggal,Tulungan ang mga refugee na makahanap ng tirahan,Bantu pelarian mencari tempat perlindungan,,100,60,<40;44>,{2101=1;gold=9000},{2101=1;gold=6000},<0.4;0.6>,3,<1;3>,70,2,{3=1},30
33,,,Treasure hunt in the fairyland,Săn kho báu trong tiên cảnh,Treasure hunt in the fairyland,ล่าขุมทรัพย์ในดินแดนเทพนิยาย,Berburu harta karun di negeri dongeng,Manghuli ng kayamanan sa engkantadong lupa,Mencari harta karun di tanah dongeng,,Accidentally obtained a treasure map pointing to a burial site on Mt. Myouki,"Vô tình có được một bản đồ kho báu, chỉ dẫn kho báu được chôn cất ở một nơi nào đó trên núi Myouki",Accidentally obtained a treasure map pointing to a burial site on Mt. Myouki,ได้แผนที่ขุมทรัพย์โดยบังเอิญ ชี้จุดฝังสมบัติบนภูเขาเมียวกิ,Secara tidak sengaja mendapatkan peta harta karun yang mengarah ke lokasi di Gunung Myouki,Di sinasadyang makakuha ng treasure map na nagtuturo sa Mt. Myouki,Secara tidak sengaja menemui peta harta karun yang menunjukkan lokasi di Gunung Myouki,,100,60,<40;44>,{2101=1;gold=9000},{2101=1;12=5},<0.4;0.6>,3,<1;4>,70,3,{1=1},30
34,,,The six relics,Sáu di vật,The six relics,วัตถุโบราณทั้งหก,Enam relik,Anim na relikya,Enam artifak,,"In a dream, received guidance from the Sage of Six Paths and found the red urn","Trong giấc mơ, nhận được chỉ dẫn của Sage of Six Paths và tìm thấy nơi chôn giấu của bình đỏ","In a dream, received guidance from the Sage of Six Paths and found the red urn",ในความฝัน ได้รับคำแนะนำจาก Sage of Six Paths และพบไหแดง,"Dalam mimpi, menerima petunjuk dari Sage of Six Paths dan menemukan tempat guci merah disembunyikan","Sa isang panaginip, nakatanggap ng gabay mula sa Sage of Six Paths at natagpuan ang pulang banga","Dalam mimpi, mendapat petunjuk dari Sage of Six Paths dan menjumpai tempat simpanan kendi merah",2,100,120,<40;44>,{2101=2;gold=11250},{930=2;2101=2},<0.5;0.7>,3,<1;5>,70,1,{3=1},30
35,,,Rap training,Huấn luyện rap,Rap training,ฝึกแร็ป,Latihan rap,Pagsasanay sa rap,Latihan rap,,Compose rap with Killer Bee to improve your rapping skills,Sáng tác rap cùng Kirabi để nâng cao kỹ năng nói rap của bạn,Compose rap with Killer Bee to improve your rapping skills,แต่งแร็ปร่วมกับคิลเลอร์บีเพื่อพัฒนาทักษะการแร็ป,Membuat rap bersama Killer Bee untuk meningkatkan kemampuan nge-rap kamu,Sumulat ng rap kasama si Killer Bee upang mapaunlad ang iyong rap skills,Cipta lagu rap bersama Killer Bee untuk meningkatkan kemahiran rap anda,2,100,120,<40;44>,{2101=2;gold=11250},{2101=2;gold=10000},<0.5;0.7>,3,<2;3>,70,2,{3=1},30
36,,,Capture the traitor,Bắt giữ kẻ phản bội,Capture the traitor,จับกุมผู้ทรยศ,Tangkap pengkhianat,Hulihin ang traydor,Tangkap pengkhianat,,Help the village capture a rogue ninja,Giúp làng bắt được ninja phản bội,Help the village capture a rogue ninja,ช่วยหมู่บ้านจับนินจาทรยศ,Bantu desa menangkap ninja pengkhianat,Tulungan ang nayon na hulihin ang traydor na ninja,Bantu kampung menangkap ninja pengkhianat,2,100,120,<40;44>,{2101=2;gold=11250},{2101=2;12=7},<0.5;0.7>,3,<2;4>,70,3,{1=1},30
37,,,Inspect villages,Kiểm tra làng mạc,Inspect villages,ตรวจตราหมู่บ้าน,Periksa desa,Suriin ang mga baryo,Periksa kampung,,Stroll around the village to check if everything is okay,"Đi dạo quanh làng, kiểm tra mọi thứ có ổn không",Stroll around the village to check if everything is okay,เดินตรวจรอบหมู่บ้านเพื่อดูความเรียบร้อย,Berjalan keliling desa untuk memeriksa kondisi desa,Mag-ikot sa nayon upang siguraduhin na maayos ang lahat,Ronda-ronda di kampung untuk pastikan keadaan selamat,3,100,180,<40;44>,{2102=1;gold=13500},{930=3;2102=1},<0.6;0.8>,3,<2;5>,70,1,{3=1},30
38,,,Assist in grass cutting,Hỗ trợ cắt cỏ,Assist in grass cutting,ช่วยตัดหญ้า,Bantu potong rumput,Tumulong magputol ng damo,Bantu potong rumput,,"The villagers’ fields are overgrown with weeds, help is needed to clear them","Cánh đồng của dân làng mọc đầy cỏ dại, cần rất nhiều người để giúp tiêu diệt cỏ dại","The villagers’ fields are overgrown with weeds, help is needed to clear them",ทุ่งของชาวบ้านเต็มไปด้วยวัชพืช ต้องการความช่วยเหลือในการกำจัด,"Ladang penduduk dipenuhi gulma, butuh bantuan untuk membersihkannya","Punô ng damo ang bukid ng mga mamamayan, kailangan ng tulong sa paglinis","Ladang penduduk penuh dengan rumpai, perlukan bantuan untuk membersihkannya",3,100,180,<40;44>,{2102=1;gold=13500},{2102=1;gold=16000},<0.6;0.8>,3,<3;4>,70,2,{3=2},30
39,,,Escort horse cart,Hộ tống xe ngựa,Escort horse cart,คุ้มกันรถม้า,Mengawal kereta kuda,Eskortahan ang karwahe,Iringi kereta kuda,,Escort a trade caravan to the Cloud Village for business,Hộ tống đoàn thương mại tới Làng Mây để giao dịch,Escort a trade caravan to the Cloud Village for business,คุ้มกันขบวนการค้าขายไปยังหมู่บ้านเมฆ,Kawal karavan dagang ke Desa Awan untuk berdagang,Ihatid ang kalakal patungong Cloud Village para makipagkalakalan,Iringi kafilah perdagangan ke Kampung Awan untuk urusan dagangan,3,100,180,<40;44>,{2102=1;gold=13500},{2102=1;12=10},<0.6;0.8>,3,<3;5>,70,3,{2=2},30
40,,,Clean up bandit gang,Dọn dẹp băng cướp,Clean up bandit gang,จัดการกลุ่มโจร,Bersihkan geng bandit,Linisin ang grupo ng tulisan,Bersihkan kumpulan perompak,,Investigate and eliminate the bandits around the village,"Các tên cướp quanh làng gần đây hoạt động mạnh, đi điều tra nguyên nhân và tiêu diệt bọn cướp",Investigate and eliminate the bandits around the village,ตรวจสอบและกำจัดโจรที่ปรากฏตัวรอบหมู่บ้าน,Selidiki dan basmi para bandit di sekitar desa,Imbestigahan at lipulin ang mga bandido sa paligid ng nayon,Siasat dan hapuskan perompak di sekitar kampung,4,100,240,<40;44>,{2102=2;gold=18000},{930=4;2102=2},<0.9;1.1>,4,<4;5>,70,1,{3=2},30
41,,,Infiltrate in disguise,Ngụy trang thâm nhập,Infiltrate in disguise,ปลอมตัวแทรกซึม,Menyusup dengan menyamar,Magbalatkayo at sumingit,Menyusup secara menyamar,,Use seduction skills to sneak into the women’s bath and find the lost paradise,"Sử dụng kỹ năng quyến rũ để lẻn vào phòng tắm nữ, tìm kiếm thiên đường thân mật đã mất",Use seduction skills to sneak into the women’s bath and find the lost paradise,ใช้เสน่ห์ลอบเข้าอาบน้ำหญิง เพื่อตามหาสวรรค์ที่สาบสูญ,Gunakan keterampilan rayuan untuk menyelinap ke kamar mandi wanita dan cari surga tersembunyi,Gamitin ang iyong charm upang makalusot sa paliguan ng babae at hanapin ang nawalang paraiso,Guna kemahiran menggoda untuk menyusup ke bilik mandi wanita dan cari syurga yang hilang,4,100,240,<40;44>,{2102=2;gold=18000},{2102=2;gold=20000},<0.9;1.1>,4,<1;2>,70,2,{3=2},30
42,,,Search for crafting materials,Tìm kiếm vật liệu,Search for crafting materials,ค้นหาวัสดุทำของ,Cari bahan kerajinan,Maghanap ng crafting materials,Cari bahan kraf,,Go to the frontlines to look for bloodline-limit ninjas for Orochimaru,Đi đến chiến trường tiền tuyến để tìm kiếm ninja có giới hạn kế thừa máu cho Orochimaru,Go to the frontlines to look for bloodline-limit ninjas for Orochimaru,ไปแนวหน้าสมรภูมิเพื่อตามหานินจาสายเลือดพิเศษให้โอโรจิมารุ,Pergi ke medan perang untuk mencari ninja dengan garis keturunan spesial untuk Orochimaru,Pumunta sa frontline para maghanap ng ninja na may bloodline limit para kay Orochimaru,Pergi ke barisan hadapan untuk mencari ninja berdarah keturunan untuk Orochimaru,4,100,240,<40;44>,{2102=2;gold=18000},{2102=2;12=12},<0.9;1.1>,4,<1;3>,70,3,{2=2},30
43,,,Teach ninjutsu,Dạy ninjutsu,Teach ninjutsu,สอนนินจุตสึ,Ajarkan ninjutsu,Magturo ng ninjutsu,Ajarkan ninjutsu,,"Iruka-sensei is busy, you need to teach ninjutsu to Naruto and others  ","Iruka-sensei có việc bận, bạn cần thay ông ấy dạy ninjutsu cho Naruto và những người khác","Iruka-sensei is busy, you need to teach ninjutsu to Naruto and others  ",Iruka-sensei ติดธุระ คุณต้องสอนนินจุสึให้ Naruto และคนอื่นๆ แทน  ,"Iruka-sensei sedang sibuk, kamu harus menggantikannya mengajar ninjutsu kepada Naruto dan lainnya  ","Busy si Iruka-sensei, kailangan mong palitan siya sa pagtuturo ng ninjutsu kina Naruto at iba pa  ","Iruka-sensei sibuk, anda perlu mengajarkan ninjutsu kepada Naruto dan yang lain  ",5,100,300,<40;44>,{2103=1;gold=22500},{930=5;2103=1},<1.1;1.3>,4,<1;4>,70,1,{3=2},30
44,,,Mountain climbing training,Huấn luyện leo núi,Mountain climbing training,ฝึกปีนเขา,Latihan panjat gunung,Pagsasanay sa pag-akyat ng bundok,Latihan mendaki gunung,,Climb the mountain with Kakashi-sensei to help him recover his body  ,Leo núi cùng Kakashi-sensei để giúp ông ấy hồi phục cơ thể,Climb the mountain with Kakashi-sensei to help him recover his body  ,ปีนเขากับ Kakashi-sensei เพื่อช่วยให้เขาฟื้นฟูร่างกาย  ,Mendaki gunung bersama Kakashi-sensei untuk membantunya memulihkan tubuh  ,Umakyat ng bundok kasama si Kakashi-sensei para tulungan siyang gumaling  ,Daki gunung bersama Kakashi-sensei untuk bantu pulihkan tubuhnya  ,5,100,300,<40;44>,{2103=1;gold=22500},{2103=1;gold=30000},<1.1;1.3>,4,<1;5>,70,2,{3=2},30
45,,,Forbidden actions,Hành động bị cấm,Forbidden actions,การกระทำต้องห้าม,Tindakan terlarang,Bawal na kilos,Tindakan terlarang,,Learn forbidden jutsu from the sealing scroll with the help of Orochimaru  ,Học các thuật cấm trong cuốn sách phong ấn dưới sự giúp đỡ của Orochimaru,Learn forbidden jutsu from the sealing scroll with the help of Orochimaru  ,เรียนวิชา 금지 จากคัมภีร์ผนึกด้วยความช่วยเหลือของ Orochimaru  ,Pelajari jurus terlarang dari gulungan penyegelan dengan bantuan Orochimaru  ,Pag-aralan ang mga ipinagbabawal na jutsu mula sa selyadong scroll sa tulong ni Orochimaru  ,Belajar jutsu terlarang dari gulungan terlarang dengan bantuan Orochimaru  ,5,100,300,<40;44>,{2103=1;gold=22500},{2103=1;12=15},<1.1;1.3>,4,<2;3>,70,3,{2=2},30
46,,,Search in lost area,Tìm kiếm nơi thất lạc,Search in lost area,ค้นหาในพื้นที่ที่หายไป,Cari di area yang hilang,Maghanap sa nawawalang lugar,Cari di kawasan yang hilang,,Help the Third Hokage recover a missing pipe  ,Giúp Hokage Thứ Ba tìm lại ống dẫn bị mất,Help the Third Hokage recover a missing pipe  ,ช่วยโฮคาเงะรุ่นที่สามค้นหาท่อที่หายไป  ,Bantu Hokage Ketiga menemukan pipa yang hilang  ,Tulungan si Third Hokage hanapin ang nawawalang tubo  ,Bantu Hokage Ketiga cari paip yang hilang  ,,100,60,<45;49>,{2101=1;gold=11000},{930=1;2101=1},<0.4;0.6>,3,<2;4>,60,1,{3=1},40
47,,,Resettle refugees,Tái định cư người tị nạn,Resettle refugees,ตั้งถิ่นฐานใหม่ให้ผู้ลี้ภัย,Menempatkan kembali pengungsi,I-resettle ang mga refugee,Menempatkan semula pelarian,,Help the refugees find a place to stay  ,Giúp người tị nạn tìm nơi tị nạn,Help the refugees find a place to stay  ,ช่วยผู้ลี้ภัยหาที่อยู่อาศัย  ,Bantu para pengungsi menemukan tempat perlindungan  ,Tulungan ang mga refugee makahanap ng masisilungan  ,Bantu pelarian mencari tempat perlindungan  ,,100,60,<45;49>,{2101=1;gold=11000},{2101=1;gold=6000},<0.4;0.6>,3,<2;5>,60,2,{4=1},40
48,,,Treasure hunt in the fairyland,Săn kho báu trong tiên cảnh,Treasure hunt in the fairyland,ล่าขุมทรัพย์ในดินแดนเทพนิยาย,Berburu harta karun di negeri dongeng,Manghuli ng kayamanan sa engkantadong lupa,Mencari harta karun di tanah dongeng,,You accidentally obtained a treasure map pointing to a buried treasure on Mt. Myouki  ,"Vô tình có được một bản đồ kho báu, chỉ dẫn kho báu được chôn cất ở một nơi nào đó trên núi Myouki",You accidentally obtained a treasure map pointing to a buried treasure on Mt. Myouki  ,บังเอิญได้แผนที่ขุมทรัพย์ที่ชี้ทางไปยังภูเขา Myouki  ,Secara tak sengaja mendapatkan peta harta karun yang menunjukkan lokasi di Gunung Myouki  ,Aksidenteng nakakuha ng mapa ng kayamanan na tumuturo sa Mt. Myouki  ,Secara tidak sengaja mendapat peta harta karun yang menunjuk ke Gunung Myouki  ,,100,60,<45;49>,{2101=1;gold=11000},{2101=1;12=5},<0.4;0.6>,3,<3;4>,60,3,{2=1},40
49,,,The six relics,Sáu di vật,The six relics,วัตถุโบราณทั้งหก,Enam relik,Anim na relikya,Enam artifak,,"In a dream, receive guidance from the Sage of Six Paths and find the hidden red jar  ","Trong giấc mơ, nhận được chỉ dẫn của Sage of Six Paths và tìm thấy nơi chôn giấu của bình đỏ","In a dream, receive guidance from the Sage of Six Paths and find the hidden red jar  ",ในความฝัน ได้รับคำแนะนำจาก Sage of Six Paths และพบไหแดงที่ซ่อนอยู่  ,"Dalam mimpi, menerima petunjuk dari Sage of Six Paths dan menemukan guci merah tersembunyi  ","Sa panaginip, tumanggap ng gabay mula kay Sage of Six Paths at hanapin ang pulang banga  ","Dalam mimpi, terima petunjuk dari Sage of Six Paths dan temui tempayan merah tersembunyi  ",2,100,120,<45;49>,{2101=2;gold=13750},{930=2;2101=2},<0.5;0.7>,3,<3;5>,60,1,{3=1},40
50,,,Rap training,Huấn luyện rap,Rap training,ฝึกแร็ป,Latihan rap,Pagsasanay sa rap,Latihan rap,,Compose rap with Killer Bee to improve your rapping skills  ,Sáng tác rap cùng Kirabi để nâng cao kỹ năng nói rap của bạn,Compose rap with Killer Bee to improve your rapping skills  ,แต่งเพลงแร็ปกับ Killer Bee เพื่อพัฒนาทักษะการแร็ป  ,Tulis rap bersama Killer Bee untuk meningkatkan kemampuan rap  ,Sumulat ng rap kasama si Killer Bee para mahasa ang iyong rap skills  ,Cipta lagu rap bersama Killer Bee untuk tingkatkan kemahiran rap anda  ,2,100,120,<45;49>,{2101=2;gold=13750},{2101=2;gold=10000},<0.5;0.7>,3,<4;5>,60,2,{4=1},40
51,,,Capture the traitor,Bắt giữ kẻ phản bội,Capture the traitor,จับกุมผู้ทรยศ,Tangkap pengkhianat,Hulihin ang traydor,Tangkap pengkhianat,,Help the village catch a rogue ninja  ,Giúp làng bắt được ninja phản bội,Help the village catch a rogue ninja  ,ช่วยหมู่บ้านจับนินจาที่ทรยศ  ,Bantu desa menangkap ninja pengkhianat  ,Tulungan ang nayon na hulihin ang traydor na ninja  ,Bantu kampung tangkap ninja yang mengkhianat  ,2,100,120,<45;49>,{2101=2;gold=13750},{2101=2;12=7},<0.5;0.7>,3,<1;2>,60,3,{2=1},40
52,,,Inspect villages,Kiểm tra làng mạc,Inspect villages,ตรวจตราหมู่บ้าน,Periksa desa,Suriin ang mga baryo,Periksa kampung,,Patrol the village and check if everything is okay  ,"Đi dạo quanh làng, kiểm tra mọi thứ có ổn không",Patrol the village and check if everything is okay  ,เดินตรวจตราหมู่บ้านและตรวจสอบความเรียบร้อย  ,Patroli desa dan periksa apakah semuanya baik-baik saja  ,Mag-ikot sa nayon at tiyakin kung ayos lang ang lahat  ,Ronda kampung dan pastikan semuanya dalam keadaan baik  ,3,100,180,<45;49>,{2102=1;gold=16500},{930=3;2102=1},<0.6;0.8>,3,<1;3>,60,1,{3=1},40
